"Name","House","Expansion – #","Aerc Score","Amber Control","Expected Amber","Aember Protection","Artifact Control","Creature Control","Effective Power","Efficiency","Disruption","House Cheating","Other","Raw Amber","Power","Armor","Wins","Losses","SAS traits","Synergies","Traits","Text","Flavor Text"
"Hayyel the Merchant","Sanctum","CALL_OF_THE_ARCHONS – 245","1.7000000000000002","0","1","0","0","0","3","0","0","0","0","0","3","0","2114","2121","","highArtifactCount – 3 – anyHouse | protectsCreatures – 2 – anyHouse | returnsFriendlyArtifactsToHand – 2 – anyHouse | lowArtifactCount – -2 – anyHouse","Human,Merchant","Each time you play an artifact, gain 1<A>.","“The Enlightened are above haggling. Me, on the other hand…”"
"Horseman of Death","Sanctum","CALL_OF_THE_ARCHONS – 246","1.9","0","0","0","0","0","5","1","0","0","0","0","5","0","3514","3501","[object Object]","returnsFriendlyCreaturesToHand – 2 – anyHouse | returnsCreaturesFromDiscard – 2 – anyHouse | shufflesDiscard – -2 – anyHouse","Horseman,Spirit","Play: Return each Horseman creature from your discard pile to your hand.","One brings death."
"Horseman of Famine","Sanctum","CALL_OF_THE_ARCHONS – 247","1.9","0","0","0","0","1","5","0","0","0","0","0","5","0","3514","3501","[object Object] | [object Object]","power5OrHigherCreatures – 2 – anyHouse | power2OrLowerCreatures – -3 – anyHouse","Horseman,Spirit","Play/Fight/Reap: Destroy the least powerful creature.","One takes away."
"Untamed Ambassador","Sanctum","AGE_OF_ASCENSION – 247","1.25","0","0","0","0","0","1","0.5","0","0.25","0","0","1","0","659","787","[object Object]","","Human","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Fight/Reap: You may play or use an Untamed card this turn.","“I bring tidings.”"
"Anahita the Trader","Sanctum","AGE_OF_ASCENSION – 248","1.6","0.5","0.5","0","0","0","2","0","0","0","0","0","2","0","1266","1284","[object Object]","highArtifactCount – 3 – anyHouse | protectsCreatures – 1 – anyHouse | lowArtifactCount – -2 – anyHouse","Human,Merchant","Reap: Give control of a friendly artifact to your opponent. If you do, they must give you 2A.","“Never rush a good deal.”"
"Horseman of Pestilence","Sanctum","CALL_OF_THE_ARCHONS – 248","1.9","0","0","0","0","1","5","0","0","0","0","0","5","0","3514","3501","[object Object] | [object Object] | [object Object] | [object Object]","highTotalArmor – 2 – anyHouse","Horseman,Spirit","Play/Fight/Reap: Deal 1<D> to each non-Horseman creature. ","One brings tainted gifts."
"Horseman of War","Sanctum","CALL_OF_THE_ARCHONS – 249","1.9","0","0","0","0","0","5","0","0","1","0","0","5","0","3514","3501","[object Object] | [object Object]","preventsDamage – 3 – anyHouse | highTotalCreaturePower – 2 – anyHouse | goodFight – 1 – outOfHouse","Horseman,Spirit","Play: For the remainder of the turn, each friendly creature can be used as if they were in the active house, but can only fight.","And one only comes to slay."
"Jehu the Bureaucrat","Sanctum","CALL_OF_THE_ARCHONS – 250","1.7000000000000002","0","1","0","0","0","3","0","0","0","0","0","3","0","2720","2439","","highTotalCreaturePower – 2 – house | protectsCreatures – 1 – anyHouse","Human","After you choose Sanctum as your active house, gain 2<A>.","“The knights protect the Sanctum. They are entitled to certain... benefits.” "
"Duma the Martyr","Sanctum","CALL_OF_THE_ARCHONS – 242 | AGE_OF_ASCENSION – 251","1.4","0","0","0","0","0","5","0.5","0","0","0","0","3","0","3803","3852","[object Object] | [object Object] | [object Object]","","Human","Destroyed: Fully heal each other friendly creature and draw 2 cards.","“Remember me.” – Squire Duma, at the Battle for the Gate of Hope"
"Lady Maxena","Sanctum","CALL_OF_THE_ARCHONS – 251","1.6","0","0","0","0","0.5","7","0","0","0","0","0","5","2","8939","8266","[object Object] | [object Object]","","Knight,Spirit","Play: Stun a creature. Action: Return Lady Maxena to its owner’s hand.",""
"Epic Quest","Sanctum","CALL_OF_THE_ARCHONS – 231 | AGE_OF_ASCENSION – 252","0.5","0","0","0","0","0","0","0","0","0","0.5","0","0","0","3284","3642","[object Object] | [object Object]","archives – 3 – anyHouse | increasesHandSize – 2 – anyHouse","Quest","Play: Archive each friendly Knight creature in play.Omni: If you have played 7 or more Sanctum cards this turn, sacrifice Epic Quest and forge a key at no cost.",""
"Eye of Judgment","Sanctum","AGE_OF_ASCENSION – 253","1.25","0","1","0","0","0","0","0","0.25","0","0","1","0","0","1294","1331","[object Object]","","Item","Action: Purge a creature from a discard pile.","Those with nothing to hide have nothing to fear."
"Numquid the Fair","Sanctum","CALL_OF_THE_ARCHONS – 253","2.6999999999999997","0","0","0","0","2","3","0","0","0","0","0","3","0","3018","2624","[object Object] | [object Object]","lowCreatureCount – 2 – anyHouse | highCreatureCount – -1 – anyHouse","Human","Play: Destroy an enemy creature. Repeat this card’s effect if your opponent still controls more creatures than you.",""
"Lord Golgotha","Sanctum","CALL_OF_THE_ARCHONS – 252 | AGE_OF_ASCENSION – 254","2.6","0","0","0","0","1.5","7","0","0","0","0","0","5","2","4577","4237","[object Object]","causesFighting – 2 – anyHouse","Knight,Spirit","Before Fight: Deal 3D to each neighbor of the creature Lord Golgotha fights.","“Enlightened” does not mean “peaceful.”"
"Protectrix","Sanctum","CALL_OF_THE_ARCHONS – 254","1.1","0","0","0","0","0","7","0","0","0","0","0","5","0","20198","19406","[object Object] | [object Object]","","Knight,Spirit","Reap: You may fully heal a creature. If you do, that creature cannot be dealt damage for the remainder of the turn.",""
"Martyr’s End","Sanctum","AGE_OF_ASCENSION – 255","2","0","2.5","0","0","0","-5","0","0","0","0","1","0","0","1427","1416","[object Object]","goodDestroyed – 2 – anyHouse","","Play: Destroy any number of friendly creatures. Gain 1A for each creature destroyed this way.",""
"Raiding Knight","Sanctum","CALL_OF_THE_ARCHONS – 255","1.5","0.5","0","0","0","0","6","0","0","0","0","0","4","2","22240","20638","","","Human,Knight","Play: Capture 1<A>.","“Sacred Æmber is not meant for hands such as thine.” "
"Sanctum Guardian","Sanctum","CALL_OF_THE_ARCHONS – 256 | AGE_OF_ASCENSION – 262","1.3","0","0","0","0","0","9","0","0","0","0","0","6","1","3883","3758","[object Object]","","Knight,Spirit","Taunt. (This creature’s neighbors cannot be attacked unless they have taunt.)Fight/Reap: Swap Sanctum Guardian with another friendly creature in your battleline.",""
"Mother Northelle","Sanctum","AGE_OF_ASCENSION – 257","1.7999999999999998","0.5","0.5","0","0","0","4","0","0","0","0","0","2","0","1364","1412","[object Object]","capturesAmber – 3 – anyHouse","Human,Monk","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Reap: Move 1A from a friendly creature to your pool.",""
"Sequis","Sanctum","CALL_OF_THE_ARCHONS – 257","1.5","0.5","0","0","0","0","6","0","0","0","0","0","4","2","22724","21161","","","Human,Knight","Reap: Capture 1<A>.","“I follow the Æmber light of the Sanctum, the light of truth and hope. What is it you follow?”"
"Oath of Poverty","Sanctum","CALL_OF_THE_ARCHONS – 222 | AGE_OF_ASCENSION – 258","2","0","2","0","0","0","0","0","0","0","0","1","0","0","3873","3550","","highArtifactCount – 3 – anyHouse | lowArtifactCount – -1 – anyHouse","","Play: Destroy each of your artifacts. Gain 2A for each artifact destroyed this way.",""
"Sergeant Zakiel","Sanctum","CALL_OF_THE_ARCHONS – 258","1.9","0","0","0","0","0.5","5","0","0","0.5","0","0","4","1","23046","20985","[object Object] | [object Object]","highTotalCreaturePower – 2 – anyHouse | returnsFriendlyCreaturesToHand – 1 – anyHouse | lowTotalCreaturePower – -2 – anyHouse","Human,Knight","Play: You may ready and fight with a neighboring creature.","“Together!” "
"One Stood Against Many","Sanctum","CALL_OF_THE_ARCHONS – 223 | AGE_OF_ASCENSION – 259","3","0","1","0","0","1","0","0","0","1","0","1","0","0","4246","4000","[object Object]","preventsDamage – 3 – house | power5OrHigherCreatures – 2 – anyHouse | skirmish – 2 – anyHouse","","Play: Ready and fight with a friendly creature 3 times, each time against a different enemy creature. Resolve these fights one at a time.",""
"Staunch Knight","Sanctum","CALL_OF_THE_ARCHONS – 259","1.1","0","0","0","0","0","7","0","0","0","0","0","4","2","20382","20141","","","Human,Knight","Staunch Knight gets +2 power while it is on a flank.",""
"Gatekeeper","Sanctum","CALL_OF_THE_ARCHONS – 260 | AGE_OF_ASCENSION – 234","2.5","1.5","0","0","0","0","6","0","0","0","0","0","5","1","13442","12867","[object Object]","increasesKeyCost – 1 – anyHouse","Knight,Spirit","Play: If your opponent has 7 or more <A>, capture all but 5 of it.",""
"Opal Knight","Sanctum","AGE_OF_ASCENSION – 260","1.9","0","0","0","0","1","5","0","0","0","0","0","5","0","1587","1540","","","Knight,Spirit","Play: Destroy each creature with even power.","“I will not yield.”"
"Proclamation 346E","Sanctum","AGE_OF_ASCENSION – 261","2.5","2.5","0","0","0","0","0","0","0","0","0","0","0","0","1966","1749","[object Object]","","Law","While your opponent does not control creatures from 3 different houses, their keys cost +2A.","“I’m particularly fond of paragraph 2, subsection C.” – Jehu the Bureaucrat"
"Armageddon Cloak","Sanctum","CALL_OF_THE_ARCHONS – 263 | AGE_OF_ASCENSION – 249","1.8","0","1","0","0","0","8","0","0","0","0","1","0","0","3624","3408","[object Object]","destroysFriendlyCreatures – 1 – anyHouse","","This creature gains hazardous 2 and, “Destroyed: Fully heal this creature and destroy Armageddon Cloak instead.”",""
"Seraphic Armor","Sanctum","AGE_OF_ASCENSION – 263","1.2","0","1","0","0","0","2","0","0","0","0","1","0","0","1242","1342","[object Object] | [object Object]","","","This creature gets +1 armor.Play: Fully heal this creature.",""
"Shard of Hope","Sanctum","AGE_OF_ASCENSION – 264","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0","720","826","[object Object] | [object Object]","","Item,Shard","Action: A friendly creature captures1A for each friendly Shard.","Forged from confidence."
"Mantle of the Zealot","Sanctum","CALL_OF_THE_ARCHONS – 264","2","0","0","0","0","0","0","0","0","2","0","0","0","0","2387","2372","[object Object]","goodReap – 2 – anyHouse | goodAction – 2 – anyHouse","","This creature gains, “You may use this creature as if it belonged to the active house.”",""
"The Vaultkeeper","Sanctum","CALL_OF_THE_ARCHONS – 261 | AGE_OF_ASCENSION – 265","2.4","0","0","1.5","0","0","5","0","0","0","0","0","4","1","4213","4029","","protectsCreatures – 1 – anyHouse","Knight,Spirit","Your A cannot be stolen.","Few but the Archons possess the ability todetect the Vaults. Few but the Sanctum would presume to dictate which Archons are worthy."
"Veemos Lightbringer","Sanctum","CALL_OF_THE_ARCHONS – 262 | AGE_OF_ASCENSION – 266","2","0","0","0","0","1","6","0","0","0","0","0","6","0","4037","3763","","elusive – -3 – anyHouse","Angel,Spirit","Play: Destroy each elusive creature.",""
"Shoulder Armor","Sanctum","CALL_OF_THE_ARCHONS – 266","1.4","0","1","0","0","0","4","0","0","0","0","1","0","0","7455","6894","[object Object] | [object Object]","highCreatureCount – 1 – anyHouse | lowCreatureCount – -1 – anyHouse","","While this creature is on a flank, it gets +2 armor and +2 power.","“I can’t see anything. Do I look cool?” "
"Bait and Switch","Shadows","CALL_OF_THE_ARCHONS – 267","2.5","1.25","1.25","0","0","0","0","0","0","0","0","0","0","0","39185","28952","[object Object]","increasesKeyCost – 2 – anyHouse | capturesAmber – 2 – house","","Play: If your opponent has more <A> than you, steal 1<A>. Repeat this card's effect if your opponent still has more <A> than you.","“Heckuva deal.” – Old Bruno"
"Bad Penny","Shadows","CALL_OF_THE_ARCHONS – 296 | AGE_OF_ASCENSION – 267","0.25","0","0","0","0","0","1","-0.25","0","0","0","0","1","0","40581","37349","[object Object]","readiesCreaturesOnPlay – 2 – anyHouse","Human,Thief","Destroyed: Return Bad Penny to your hand.","A Bad Penny saved is a Bad Penny earned."
"Booby Trap","Shadows","CALL_OF_THE_ARCHONS – 268","2","0","1","0","0","1","0","0","0","0","0","1","0","0","13265","10599","[object Object] | [object Object]","returnsEnemyCreaturesToHand – 1 – anyHouse | destroysEnemyCreatures – -2 – anyHouse | highTotalCreaturePower – -2 – anyHouse","","Play: Deal 4<D> to a creature that is not on a flank with 2<D> splash.",""
"Dusk Chronicles","Shadows","AGE_OF_ASCENSION – 268","2","0","1","0","0","0","0","1","0","0","0","1","0","0","13193","12135","[object Object] | [object Object]","","","Play: If your opponent has more A than you, draw a card. If you have more A than your opponent, archive a card.","”I know it was right here… right before the Midnight Chronicles.”"
"Finishing Blow","Shadows","CALL_OF_THE_ARCHONS – 269","3","0.75","1.75","0","0","0.5","0","0","0","0","0","1","0","0","5379","3798","[object Object] | [object Object] | [object Object]","damagesMultipleEnemies – 1 – anyHouse | dealsDamage – 1 – anyHouse","","Play: Destroy a damaged creature. If you do, steal 1<A>.","You’ll never see it coming."
"Furtive Investors","Shadows","AGE_OF_ASCENSION – 269","1.5","0","1.5","0","0","0","0","0","0","0","0","1","0","0","12519","11744","","increasesKeyCost – 1 – anyHouse","","Play: If your opponent has more A than you, gain 1A for each key your opponent has forged.",""
"Ghostly Hand","Shadows","CALL_OF_THE_ARCHONS – 270","2.5","0.25","2.25","0","0","0","0","0","0","0","0","2","0","0","42515","33004","[object Object]","capturesAmber – 3 – house | stealsAmber – 1 – house","","Play: If your opponent has exactly 1<A>, steal it.","“I felt a little bad stealing from the Microputians, but only a little.” – Noddy the Thief"
"Gamgee","Shadows","AGE_OF_ASCENSION – 270","1.7999999999999998","0.5","0.5","0","0","0","4","0","0","0","0","0","2","0","14524","14056","[object Object] | [object Object] | [object Object]","increasesKeyCost – 1 – anyHouse","Thief,Elf","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Reap: If your opponent has more A than you, steal 1A.",""
"Hidden Stash","Shadows","CALL_OF_THE_ARCHONS – 271 | AGE_OF_ASCENSION – 286","2.5","0","1","0","0","0","0","1.5","0","0","0","1","0","0","19940","16276","[object Object]","","","Play: Archive a card.","“Now where did you put that...”"
"Knuckles Bolton","Shadows","AGE_OF_ASCENSION – 271","1","0","0","0","0","0","6","0","0","0","0","0","3","0","13443","12700","[object Object] | [object Object]","","Thief,Elf","Elusive. (The first time this creature is attacked each turn, no damage is dealt.)Skirmish. (When you use this creature to fight, it is dealt no damage in return.)","“I love the knife life in this city!”"
"Imperial Traitor","Shadows","CALL_OF_THE_ARCHONS – 272","1.5","0","1","0","0","0","0","0","0","0","0.5","1","0","0","3648","2948","[object Object]","","","Play: Look at your opponent’s hand. You may choose and purge a Sanctum card in it.",""
